"","Column1","Dnum","Country","State","County","Age","Formation","Stage","Age_Date","AmmoniteZone","LocDescr","Resume_of_Fauna","IndexFossil","Collector","Date","EandR","Map","USGS7.5","Lat_Pub","Long_Pub","Reference","Comments","last_modified","Orig_Resume_Fauna","FieldNum","FormationNew","species"
"9932",372,2201,"USA","MT","Lewis and Clark","Cretaceous","From brown- weathered calcareous sandstone concretionary zone near middle of Virgelle sandstone ","",NA,"","Southeast nose of low hill about 700 feet west of Hwy.287, and 1400 feet south of Rock Creek","Perissonota sp., Pteria n. sp., Tellina? Sp, Mactra arenaria","","R.G. Schmidt, H.R. Shaw","07/01/1959","","Photo AZU-5P-130","Wolf Creek",47.0428,-112.0512,"","","02/18/2014","Perissonota sp., Pteria n. sp., Tellina? Sp, Mactra arenaria","Photo AZU-5P-130","Virgelle","Tellina? Sp"
"9933",372,2201,"USA","MT","Lewis and Clark","Cretaceous","From brown- weathered calcareous sandstone concretionary zone near middle of Virgelle sandstone ","",NA,"","Southeast nose of low hill about 700 feet west of Hwy.287, and 1400 feet south of Rock Creek","Perissonota sp., Pteria n. sp., Tellina? Sp, Mactra arenaria","","R.G. Schmidt, H.R. Shaw","07/01/1959","","Photo AZU-5P-130","Wolf Creek",47.0428,-112.0512,"","","02/18/2014","Perissonota sp., Pteria n. sp., Tellina? Sp, Mactra arenaria","Photo AZU-5P-130","Virgelle","Mactra arenaria"
"994",461,670,"USA","MT","Glacier","Cretaceous","Green bed in Virgelle sandstone","Campanian",NA,"","In the SW1/4 sec. 9,T.32 N.,R. 13 W.","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","B.R.Alto","1955","","Kiowa","",48.54243,-113.30312,"","","02/18/2014","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","Virgelle","Ostrea sp."
"9941",461,670,"USA","MT","Glacier","Cretaceous","Green bed in Virgelle sandstone","Campanian",NA,"","In the SW1/4 sec. 9,T.32 N.,R. 13 W.","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","B.R.Alto","1955","","Kiowa","",48.54243,-113.30312,"","","02/18/2014","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","Virgelle","Protodonax n.sp."
"9942",461,670,"USA","MT","Glacier","Cretaceous","Green bed in Virgelle sandstone","Campanian",NA,"","In the SW1/4 sec. 9,T.32 N.,R. 13 W.","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","B.R.Alto","1955","","Kiowa","",48.54243,-113.30312,"","","02/18/2014","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","Virgelle","Gyrodes sp ."
"9943",461,670,"USA","MT","Glacier","Cretaceous","Green bed in Virgelle sandstone","Campanian",NA,"","In the SW1/4 sec. 9,T.32 N.,R. 13 W.","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","B.R.Alto","1955","","Kiowa","",48.54243,-113.30312,"","","02/18/2014","Ostrea sp., Protodonax n.sp.,Gyrodes sp .,Baculites haresi ","","Virgelle","Baculites haresi "
"995",513,660,"USA","MT","Pondera","Cretaceous","Limy sandstone bed 24 feet below top of Virgelle sandstone","Campanian",NA,"","At P. T. Sta .53, in theNW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. This is a brackish-water fauna. Considerable wave action is shown by battered condition of many of the shells.","Ostrea coalvillensis Meek, Anomia aff.A.propatorris White, Brachidontes of .B.regularis (White), Corbula subtrigonalis Meek and Hayden var. perundata Meek and Hayden","","C.E. Erdman, B.R. Alto","6/22/1955","CD-54-3D","","Lone Man Coulee East",48.167,-112.221,"","","02/18/2014","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.","4a","Virgelle","Ostrea coalvillensis Meek"
"9951",513,660,"USA","MT","Pondera","Cretaceous","Limy sandstone bed 24 feet below top of Virgelle sandstone","Campanian",NA,"","At P. T. Sta .53, in theNW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. This is a brackish-water fauna. Considerable wave action is shown by battered condition of many of the shells.","Ostrea coalvillensis Meek, Anomia aff.A.propatorris White, Brachidontes of .B.regularis (White), Corbula subtrigonalis Meek and Hayden var. perundata Meek and Hayden","","C.E. Erdman, B.R. Alto","6/22/1955","CD-54-3D","","Lone Man Coulee East",48.167,-112.221,"","","02/18/2014","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.","4a","Virgelle","Anomia aff.A.propatorris White"
"9952",513,660,"USA","MT","Pondera","Cretaceous","Limy sandstone bed 24 feet below top of Virgelle sandstone","Campanian",NA,"","At P. T. Sta .53, in theNW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. This is a brackish-water fauna. Considerable wave action is shown by battered condition of many of the shells.","Ostrea coalvillensis Meek, Anomia aff.A.propatorris White, Brachidontes of .B.regularis (White), Corbula subtrigonalis Meek and Hayden var. perundata Meek and Hayden","","C.E. Erdman, B.R. Alto","6/22/1955","CD-54-3D","","Lone Man Coulee East",48.167,-112.221,"","","02/18/2014","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.","4a","Virgelle","Brachidontes of .B.regularis "
"9953",513,660,"USA","MT","Pondera","Cretaceous","Limy sandstone bed 24 feet below top of Virgelle sandstone","Campanian",NA,"","At P. T. Sta .53, in theNW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. This is a brackish-water fauna. Considerable wave action is shown by battered condition of many of the shells.","Ostrea coalvillensis Meek, Anomia aff.A.propatorris White, Brachidontes of .B.regularis (White), Corbula subtrigonalis Meek and Hayden var. perundata Meek and Hayden","","C.E. Erdman, B.R. Alto","6/22/1955","CD-54-3D","","Lone Man Coulee East",48.167,-112.221,"","","02/18/2014","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.","4a","Virgelle","Corbula subtrigonalis Meek and Hayden var. perundata Meek and Hayden"
"996",514,661,"USA","MT","Pondera","Cretaceous","Limy sandstone bed 24 feet below top of Virgelle sandstone","Campanian",NA,"","At P. T. Sta .53, in the NW1/4NW1/4SW1/4 sec.23,T.28 N.,R.5 W. From upper part of the limy sandstone bed. Same locality as D660.","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.","","C.E.Erdman B.R.Alto","6/22/1955","CD-54-3D","","Lone Man Coulee East",48.167,-112.221,"","","02/18/2014","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata.","4b","Virgelle","Ostrea coalvillensis Anomia aff.A.propatorrisBrachidontes of .B.regularis Corbula subtrigonalis var. perundata."
"997",718,573,"USA","MT","Lewis and Clark","Cretaceous","Middle of Virgelle sandstone","Campanian",NA,"","Sandstone hogback east of Bean Lake road, SE1/4SE1/4 sec. 28, T. 19 N., R. 7 W","Inoceramus, Ostrea ","","W. A. Cobban","09/05/1955","0","","",47.36622,-112.49359,"","","02/18/2014","Inoceramus, Ostrea ","","Virgelle","Inoceramus"
"9971",718,573,"USA","MT","Lewis and Clark","Cretaceous","Middle of Virgelle sandstone","Campanian",NA,"","Sandstone hogback east of Bean Lake road, SE1/4SE1/4 sec. 28, T. 19 N., R. 7 W","Inoceramus, Ostrea ","","W. A. Cobban","09/05/1955","0","","",47.36622,-112.49359,"","","02/18/2014","Inoceramus, Ostrea ","","Virgelle","Ostrea "
"998",890,684,"USA","MT","Glacier","Cretaceous","Probably Virgelle sandstone ","Campanian",NA,"","P.T.Sta. 130 ,in the SE1/4SE1/4 sec.10,T.32 N., R.13 W.","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","B.R. Alto","1955","","Kiowa","",48.54274,-113.273,"","","02/18/2014","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","Virgelle","Ostrea cf .O.congesta"
"9981",890,684,"USA","MT","Glacier","Cretaceous","Probably Virgelle sandstone ","Campanian",NA,"","P.T.Sta. 130 ,in the SE1/4SE1/4 sec.10,T.32 N., R.13 W.","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","B.R. Alto","1955","","Kiowa","",48.54274,-113.273,"","","02/18/2014","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","Virgelle","Anomia sp ."
"9982",890,684,"USA","MT","Glacier","Cretaceous","Probably Virgelle sandstone ","Campanian",NA,"","P.T.Sta. 130 ,in the SE1/4SE1/4 sec.10,T.32 N., R.13 W.","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","B.R. Alto","1955","","Kiowa","",48.54274,-113.273,"","","02/18/2014","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","Virgelle","Tellina sp ."
"9983",890,684,"USA","MT","Glacier","Cretaceous","Probably Virgelle sandstone ","Campanian",NA,"","P.T.Sta. 130 ,in the SE1/4SE1/4 sec.10,T.32 N., R.13 W.","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","B.R. Alto","1955","","Kiowa","",48.54274,-113.273,"","","02/18/2014","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","Virgelle","Mactra arenaria"
"9984",890,684,"USA","MT","Glacier","Cretaceous","Probably Virgelle sandstone ","Campanian",NA,"","P.T.Sta. 130 ,in the SE1/4SE1/4 sec.10,T.32 N., R.13 W.","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","B.R. Alto","1955","","Kiowa","",48.54274,-113.273,"","","02/18/2014","Ostrea cf .O.congesta,Anomia sp .,Tellina sp ., Mactra arenaria, corbula sp.","","Virgelle","corbula sp."
"999",987,679,"USA","MT","Glacier","Cretaceous","Telegraph Creek fm .or Virgelle","Campanian",NA,"","Below P. T .Sta. 82 ,in the SE1/4NW1/4 sec.15 ,T.32 N.,R.13 W.","Inoceramus subacompressus","","B.R.Alto","1955","","Kiowa","",48.53404,-113.28521,"","","02/18/2014","Inoceramus subacompressus","","Virgelle","Inoceramus subacompressus"
"1000",1020,671,"USA","MT","Glacier","Cretaceous","Telegraph Creek or Virgelle","Campanian",NA,"","100 feet south of P.T.Sta .109,in the NE1/4SE1/4 sec .10,T. 32 N.,R.13 W.","Inoceramus lobatus ","","B.R.Alto","1955","","Kiowa","",48.54549,-113.27275,"","","02/18/2014","Inoceramus lobatus ","","Virgelle","Inoceramus lobatus "
"1001",1021,674,"USA","MT","Glacier","Cretaceous","Telegraph Creek or Virgelle ","Campanian",NA,"","190 feet east of P.T.Sta. 46, in the NE1/4NE1/4NE1/4 sec.9,T.32 N.,R.13 W","Pteria sp. Ostrea cf .O.congesta","","B.R.Alto","1955","","","",48.55443,-113.29303,"","","02/18/2014","Pteria sp. Ostrea cf .O.congesta","","Virgelle","Pteria sp. Ostrea cf .O.congesta"
"1002",1022,675,"USA","MT","Glacier","Cretaceous","Telegraph Creek or Virgelle ","Campanian",NA,"","P.T.Sta .8, in the SW1/4NW1/4 sec. 7, T.32 N.,R.12 W.","Inoceramus lobatus Ostrea congesta Mactra arenaria ","","B.R.Alto","1955","","Starr School","",48.54934,-113.2231,"","","02/18/2014","Inoceramus lobatus Ostrea congesta Mactra arenaria ","","Virgelle","Inoceramus lobatus Ostrea congesta Mactra arenaria "
"1003",1033,14039,"USA","MT","Wheatland","Cretaceous","Top of Virgelle Sandstone","Campanian",NA,"","NW1/4NE1/4SE1/4SW1/4 sec. 29, T. 10 N., R. 12 E.","Leptesthes sp","","Reynolds","08.26.00","0","Haymaker Ranch SW  ","",46.59545,-110.24279,"","","02/18/2014","Leptesthes sp","","Virgelle","Leptesthes sp"
"1004",1040,2686,"USA","MT","Lewis and Clark","Cretaceous","Two Medicine formation (?) or Virgelle sandstone","Campanian",NA,"","About 125 feet west of U.S.Hwy. 287 in NE1/4 sec. 26, T. 16 N., R. 4 W.","Anomia micronema Meek, Corbula cf. C. subtrigonalis Meek & Hayden","","Robert. G. Schmidt","09/01/1960","0","Wolf Creek ","Wolf Creek",47.1169,-112.0659,"","","02/18/2014","Anomia micronema Meek, Corbula cf. C. subtrigonalis Meek & Hayden","","Virgelle","Anomia micronema Meek"
"10041",1040,2686,"USA","MT","Lewis and Clark","Cretaceous","Two Medicine formation (?) or Virgelle sandstone","Campanian",NA,"","About 125 feet west of U.S.Hwy. 287 in NE1/4 sec. 26, T. 16 N., R. 4 W.","Anomia micronema Meek, Corbula cf. C. subtrigonalis Meek & Hayden","","Robert. G. Schmidt","09/01/1960","0","Wolf Creek ","Wolf Creek",47.1169,-112.0659,"","","02/18/2014","Anomia micronema Meek, Corbula cf. C. subtrigonalis Meek & Hayden","","Virgelle","Corbula cf. C. subtrigonalis Meek & Hayden"
"1005",1071,552,"USA","MT","Cascade","Cretaceous","Virgelle sandstone","Campanian",NA,"","1.5 miles south - southeast of Simms, on north -facing sandstone bluff, SW1/4 sec. 20, T. 20 N., R. 2 W.","Inoceramus lobatus ","","W. A. Cobban","8/19/1955","0","","",47.47121,-111.8958,"","","02/18/2014","Inoceramus lobatus fauna","","Virgelle","Inoceramus lobatus "
"1006",1072,659,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","On ridge of Virgelle Sandstone in the NW1/4SE1/4 sec.10,T.32 N.,R.13 W . northof D658 and about 100' lower stratigraphically.","Inoceramus lobatus Goldfuss, Nucula sp., Tellina sp., Cymbophora sp., Gyrodes depressa Meek","","C.E. Erdmann","6/23/1955","CD-54-1D","","",48.54571,-113.27784,"","","02/18/2014","Inoceramus lobatus .Gyrodes depressa","3","Virgelle","Inoceramus lobatus Goldfuss"
"10061",1072,659,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","On ridge of Virgelle Sandstone in the NW1/4SE1/4 sec.10,T.32 N.,R.13 W . northof D658 and about 100' lower stratigraphically.","Inoceramus lobatus Goldfuss, Nucula sp., Tellina sp., Cymbophora sp., Gyrodes depressa Meek","","C.E. Erdmann","6/23/1955","CD-54-1D","","",48.54571,-113.27784,"","","02/18/2014","Inoceramus lobatus .Gyrodes depressa","3","Virgelle","Nucula sp."
"10062",1072,659,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","On ridge of Virgelle Sandstone in the NW1/4SE1/4 sec.10,T.32 N.,R.13 W . northof D658 and about 100' lower stratigraphically.","Inoceramus lobatus Goldfuss, Nucula sp., Tellina sp., Cymbophora sp., Gyrodes depressa Meek","","C.E. Erdmann","6/23/1955","CD-54-1D","","",48.54571,-113.27784,"","","02/18/2014","Inoceramus lobatus .Gyrodes depressa","3","Virgelle","Tellina sp."
"10063",1072,659,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","On ridge of Virgelle Sandstone in the NW1/4SE1/4 sec.10,T.32 N.,R.13 W . northof D658 and about 100' lower stratigraphically.","Inoceramus lobatus Goldfuss, Nucula sp., Tellina sp., Cymbophora sp., Gyrodes depressa Meek","","C.E. Erdmann","6/23/1955","CD-54-1D","","",48.54571,-113.27784,"","","02/18/2014","Inoceramus lobatus .Gyrodes depressa","3","Virgelle","Cymbophora sp."
"10064",1072,659,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","On ridge of Virgelle Sandstone in the NW1/4SE1/4 sec.10,T.32 N.,R.13 W . northof D658 and about 100' lower stratigraphically.","Inoceramus lobatus Goldfuss, Nucula sp., Tellina sp., Cymbophora sp., Gyrodes depressa Meek","","C.E. Erdmann","6/23/1955","CD-54-1D","","",48.54571,-113.27784,"","","02/18/2014","Inoceramus lobatus .Gyrodes depressa","3","Virgelle","Gyrodes depressa Meek"
"1007",1073,678,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","Above P.T.Sta .82,in the SE1/4NW1/4 sec. 15,T.32 N.,R.13 W.","Ostrea soleniscus","","B.R.Alto","1955","","Kiowa","",48.53404,-113.28521,"","","02/18/2014","Ostrea soleniscus","","Virgelle","Ostrea soleniscus"
"1008",1074,680,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","P.T.Sta.51,in the NE1/4NE1/4 sec.16,T.32 N.,R.13 W.","Inoceramus lobatus ","","B.R. Alto","1955","","Kiowa","",48.5374,-113.29708,"","","02/18/2014","Inoceramus lobatus ","","Virgelle","Inoceramus lobatus "
"1009",1075,681,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","In the NE 1/4NW1/4sec. 10,T.32 N.,R.13 W.,","Pteria (Oxytoma ) n .sp .Ostrea congesta Anomia subquadrata Baculites sp .","","B.R. Alto","1955","","Kiowa","",48.55252,-113.28137,"","","02/18/2014","Pteria (Oxytoma ) n .sp .Ostrea congesta Anomia subquadrata Baculites sp .","","Virgelle","Pteria  n .sp .Ostrea congesta Anomia subquadrata Baculites sp ."
"1010",1076,682,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","P.T.Sta .138 ,in the SW1/4SW1/4  sec.11,T.32 N.,R.13 W. Base of magnetite sandstone bed of Virgelle sandstone .","Anomia sp Brachidontes sp ., Corbula sp., Melania? whitearvesi","","B.R. Alto","1955","","Kiowa","",48.54371,-113.26492,"","","02/18/2014","Anomia sp Brachidontes sp .Corbula sp .Melania? whitearvesi","","Virgelle","Anomia sp Brachidontes sp ."
"10101",1076,682,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","P.T.Sta .138 ,in the SW1/4SW1/4  sec.11,T.32 N.,R.13 W. Base of magnetite sandstone bed of Virgelle sandstone .","Anomia sp Brachidontes sp ., Corbula sp., Melania? whitearvesi","","B.R. Alto","1955","","Kiowa","",48.54371,-113.26492,"","","02/18/2014","Anomia sp Brachidontes sp .Corbula sp .Melania? whitearvesi","","Virgelle","Corbula sp."
"10102",1076,682,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","P.T.Sta .138 ,in the SW1/4SW1/4  sec.11,T.32 N.,R.13 W. Base of magnetite sandstone bed of Virgelle sandstone .","Anomia sp Brachidontes sp ., Corbula sp., Melania? whitearvesi","","B.R. Alto","1955","","Kiowa","",48.54371,-113.26492,"","","02/18/2014","Anomia sp Brachidontes sp .Corbula sp .Melania? whitearvesi","","Virgelle","Melania? whitearvesi"
"1011",1077,949,"USA","MT","Glacier","Cretaceous","Virgelle sandstone","Campanian",NA,"","Near P.T.station 137 near C S1/2N1/2, sec.36,T.32N.,R.12W.","Corbula sp.","","B.R. Alto and C.H. Clark","       June ,1956","","","",48.48928,-113.1072,"","","02/18/2014","Corbula","","Virgelle","Corbula sp."
"1012",1078,683,"USA","MT","Glacier","Cretaceous","Virgelle sandstone ","Campanian",NA,"","P.T.Sta. 83 ,in the SE1/4NE1/4 sec.9,T.32 N., R.13 W.","Inoceramus lobatus Protodonax n.sp .Mactra arenaria Baculites haresi","","B.R. Alto","1955","","Kiowa","",48.55011,-113.29386,"","","02/18/2014","Inoceramus lobatus Protodonax n.sp .Mactra arenaria Baculites haresi","","Virgelle","Inoceramus lobatus Protodonax n.sp .Mactra arenaria Baculites haresi"
"1013",1079,937,"USA","MT","Glacier","Cretaceous","Virgelle sandstone ","Campanian",NA,"","Southeast side of U.S.Highway 2 at P.T .station 21  in SE1/4SE1/4SW1/4NE1/4 sec.25,T.32 N.,R.12 W.","Ostrea sp., Desmoscaphites sp.","Desmoscaphites bassleri","B.R. Alto","        June,1956","","","",48.50621,-113.10229,"PP 450 D","","02/18/2014","Ostrea sp., Desmoscaphites sp.","","Virgelle","Ostrea sp."
"10131",1079,937,"USA","MT","Glacier","Cretaceous","Virgelle sandstone ","Campanian",NA,"","Southeast side of U.S.Highway 2 at P.T .station 21  in SE1/4SE1/4SW1/4NE1/4 sec.25,T.32 N.,R.12 W.","Ostrea sp., Desmoscaphites sp.","Desmoscaphites bassleri","B.R. Alto","        June,1956","","","",48.50621,-113.10229,"PP 450 D","","02/18/2014","Ostrea sp., Desmoscaphites sp.","","Virgelle","Desmoscaphites sp."
"1014",1080,12345,"USA","MT","Lewis and Clark","Cretaceous","Virgelle Sandstone ","Campanian",NA,"","SE1/4 SE1/4 sec. 16, T. 17 N., R. 5 W.","Sphenoceramus sp (an inoceramid), Desmoscaphites sp ","","R. G. Tysdal","1983","CMR-83-14D","mb Rock ","",47.2225,-112.2379,"","","02/18/2014","Sphenoceramus sp (an inoceramid), Desmoscaphites sp ","","Virgelle","Sphenoceramus sp "
"10141",1080,12345,"USA","MT","Lewis and Clark","Cretaceous","Virgelle Sandstone ","Campanian",NA,"","SE1/4 SE1/4 sec. 16, T. 17 N., R. 5 W.","Sphenoceramus sp (an inoceramid), Desmoscaphites sp ","","R. G. Tysdal","1983","CMR-83-14D","mb Rock ","",47.2225,-112.2379,"","","02/18/2014","Sphenoceramus sp (an inoceramid), Desmoscaphites sp ","","Virgelle","Desmoscaphites sp "
"1015",1081,1127,"USA","MT","Teton","Cretaceous","Virgelle sandstone ,80 feet above base of unit 24.","Campanian",NA,"","In the SE1/4SW1/4 sec.28,T.22N.,R.8 W.","Corbula aaf.C.chacoensis.","","M.R.Mudge , J.J.Halbert","6/28/1956","EG-56-16D","Saypo  ,MT","Castle Reef",47.62743,-112.64047,"","","02/18/2014","Corbula aaf.C.chacoensis.","F-16","Virgelle","Corbula aaf.C.chacoensis."
"1016",1082,668,"USA","MT","Glacier","Cretaceous","Virgelle sandstone or Telegraph Creek","Campanian",NA,"","From hill east of Kiowa ,in the NW1/4SW1/4 sec. 11,T.32 N.,R.13 W.","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","B.R. Alto","1955","","Kiowa","",48.54654,-113.26638,"","","02/18/2014","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","Virgelle","Inoceramus lobatus "
"10161",1082,668,"USA","MT","Glacier","Cretaceous","Virgelle sandstone or Telegraph Creek","Campanian",NA,"","From hill east of Kiowa ,in the NW1/4SW1/4 sec. 11,T.32 N.,R.13 W.","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","B.R. Alto","1955","","Kiowa","",48.54654,-113.26638,"","","02/18/2014","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","Virgelle","Ostea sp."
"10162",1082,668,"USA","MT","Glacier","Cretaceous","Virgelle sandstone or Telegraph Creek","Campanian",NA,"","From hill east of Kiowa ,in the NW1/4SW1/4 sec. 11,T.32 N.,R.13 W.","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","B.R. Alto","1955","","Kiowa","",48.54654,-113.26638,"","","02/18/2014","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","Virgelle","Tellina aff .T.modesta "
"10163",1082,668,"USA","MT","Glacier","Cretaceous","Virgelle sandstone or Telegraph Creek","Campanian",NA,"","From hill east of Kiowa ,in the NW1/4SW1/4 sec. 11,T.32 N.,R.13 W.","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","B.R. Alto","1955","","Kiowa","",48.54654,-113.26638,"","","02/18/2014","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","Virgelle","Mactra arenaria"
"10164",1082,668,"USA","MT","Glacier","Cretaceous","Virgelle sandstone or Telegraph Creek","Campanian",NA,"","From hill east of Kiowa ,in the NW1/4SW1/4 sec. 11,T.32 N.,R.13 W.","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","B.R. Alto","1955","","Kiowa","",48.54654,-113.26638,"","","02/18/2014","Inoceramus lobatus ,Ostea sp., Tellina aff .T.modesta ,Mactra arenaria, Corbula aff.C.subtrigonalis.","","Virgelle","Corbula aff.C.subtrigonalis."
"1017",1083,7293,"USA","UT","Kane","Cretaceous","Wahweap Formation, 187 ft above base","",NA,"","SW1/4 SE1/4 sec. 12, T. 40 S., R. 3 E.","Sphaerium sp.","","Fred Peterson","1969","CD-69-23D","Paria 1 SE1/4","Ship Mountain Point",37.3441,-111.5317,"","","02/18/2014","Sphaerium sp.","","Wahweap","Sphaerium sp."
"1018",1084,4714,"USA","UT","Kane","Cretaceous","Wahweap Formation, 234 ft above base.","",NA,"","SE¼SW¼ sec. 26, T. 41 S, R. 2 E.","Proparreysia aff. P. baueri (Stanton), Plasielliptio? Sp., Tulotomops aff. T. laevibasalis Yen ","","F. Peterson, H. Waldrop, R. Sutton, G. Horton","1964","CD-64-33D","","Nipple Butte",37.2113,-111.6614,"","","02/18/2014","Proparreysia aff. P. baueri (Stanton), Plasielliptio? Sp., Tulotomops aff. T. laevibasalis Yen ","","Wahweap","Proparreysia aff. P. baueri "
"10181",1084,4714,"USA","UT","Kane","Cretaceous","Wahweap Formation, 234 ft above base.","",NA,"","SE¼SW¼ sec. 26, T. 41 S, R. 2 E.","Proparreysia aff. P. baueri (Stanton), Plasielliptio? Sp., Tulotomops aff. T. laevibasalis Yen ","","F. Peterson, H. Waldrop, R. Sutton, G. Horton","1964","CD-64-33D","","Nipple Butte",37.2113,-111.6614,"","","02/18/2014","Proparreysia aff. P. baueri (Stanton), Plasielliptio? Sp., Tulotomops aff. T. laevibasalis Yen ","","Wahweap","Plasielliptio? Sp."
"10182",1084,4714,"USA","UT","Kane","Cretaceous","Wahweap Formation, 234 ft above base.","",NA,"","SE¼SW¼ sec. 26, T. 41 S, R. 2 E.","Proparreysia aff. P. baueri (Stanton), Plasielliptio? Sp., Tulotomops aff. T. laevibasalis Yen ","","F. Peterson, H. Waldrop, R. Sutton, G. Horton","1964","CD-64-33D","","Nipple Butte",37.2113,-111.6614,"","","02/18/2014","Proparreysia aff. P. baueri (Stanton), Plasielliptio? Sp., Tulotomops aff. T. laevibasalis Yen ","","Wahweap","Tulotomops aff. T. laevibasalis Yen "
"1019",1085,5060,"USA","UT","Kane","Cretaceous","Wahweap formation, about 50 feet above base.","",NA,"","SW¼ sec. 18, T.40S., R. 4E. ","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Horn, Peterson, and Horton G. A. Izett","1965","CD-65-13D","","",37.32964,-111.51988,"","","02/18/2014","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Wahweap","Proparreysia gardneri "
"10191",1085,5060,"USA","UT","Kane","Cretaceous","Wahweap formation, about 50 feet above base.","",NA,"","SW¼ sec. 18, T.40S., R. 4E. ","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Horn, Peterson, and Horton G. A. Izett","1965","CD-65-13D","","",37.32964,-111.51988,"","","02/18/2014","Proparreysia gardneri (Stanton), Viviparus sp., Campeloma sp., Physa sp.","","Wahweap","Viviparus sp."
