Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew
65,8024,USA,UT ,Garfield,Cretaceous,"Blue Gate Shale, from calcareous shale about 600 ft above base ",,NA,,"Northwest side of Swap Canyon along Waterpocket in the NE1/4 NW1/4 SE1/4 sec. 10, T. 34 S., R. 8 E.",Scaphites sp.,,Fred Peterson,1971,CD-71-16D,Wagon Box Mesa ,,37.86547,-111.00961,,,02/18/2014,Scaphites sp.,,Blue Gate
66,8026,USA,UT ,Garfield,Cretaceous,"Blue Gate Shale, from calcareous shale about 900 ft above base ",,NA,,"Northwest side of Swap Canyon in the center of E1/2 SW1/4 NE1/4 sec. 10, T. 34 S., R. 8 E.",Inoceramus aff. I. balticus Boehm ,,Fred Peterson,1971,CD-71-16D,Wagon Box Mesa,,37.86836,-111.01211,,,02/18/2014,Inoceramus aff. I. balticus Boehm ,,Blue Gate
70,10200,USA,MT,Powell,Cretaceous,Carten Creek Fm.,,NA,,"North side of Highway 10 N., 7.7 km east of Garrison, NE1/4 NW1/4 sec. 15, T. 9 N., R. 9 W. Probably the same level as D10161","Cardium n. sp., horizontal burrows",,W.A. Cobban,1977,CEG-77-17D,,,46.538,-112.71693,,,02/18/2014,Cardium n. sp.,77-K-25,Carten
71,12353,USA,MT,Powell,Cretaceous,Carten Creek Formation?,,NA,,"SE1/4 SE1/4 sec. 17, T. 10 N., R. 11 W.","Cymbophora arenaria (Meek)?, Internal molds of other small marine bivalves",,R. G. Tysdal,1983,CMR-83-14D,Drummond ,,46.61596,-113.00043,,,02/18/2014,"Cymbophora arenaria (Meek)?, Internal molds of other small marine bivalves",,Carten
339,6867,USA,UT,Daggett,Cretaceous,Float from Chimney Rock Sandstone ,,NA,,"NE1/4 SE1/4 NE1/4 NE1/4 sec. 24, T. 3 N., R. 21 E.,",Baculites aquilaensis Reeside ,,Brown,7/19/1968,OF-68-6D,Dutch John ,,40.98775,-109.49133,,,02/18/2014,Baculites aquilaensis Reeside ,,Chimney
438,6406,USA,WY,Sweetwater,Cretaceous,From top of Chimney Rock Sandstone  .,,NA,,"Center of sec.33 , T. 17N . , R. 102 W .","Inoceramus sp . ,balticus Boehm , Ethmocardium sp . , Baculiteï thomi Reïeside",Baculites thomi,James R . Gill,09/09/1967,OF-67-7D,,,41.4073,-108.9171,,,02/18/2014,"Inoceramus sp . ,balticus Boehm , Ethmocardium sp . , Baculiteï thomi Reïeside",,Chimney
7,3298,USA,WY,Park,Cretaceous,About 10 feet above base of Claggett Formation,Campanian,NA,,"SW1/4 NE1/4 sec. 19, T. 58 N., R. 99 W. Same locality as D3297",Tellina? Sp.,,J. R. Gill,1961,0,,,44.99536,-108.85265,,,02/18/2014,Tellina? Sp.,,Claggett
45,4174,USA,MT,Meagher,Cretaceous,Basal part of Claggett Formation,Campanian,NA,,"NW1/4 NE1/4 sec. 17, T. 7 N., R. 9 E.","Ostrea sp., Corbula subtrigonalis Meek & Hayden, Melania? Sp.",,"J. R. Gill, R. Vaughn",7/14/1962,,,Hamen,46.3695,-110.628,,,02/18/2014,"Ostrea sp., Corbula subtrigonalis Meek & Hayden, Melania? Sp.",,Claggett
173,4031,USA,WY,Big Horn,Cretaceous,"Cody Shale, at or near top (top of what is believed to be Claggett equivalent but may represent basal Parkman or Mesaverde)","Campanian, Lower. about 80.9 MY",NA,,"E1/2 SE1/4 NE1/4 sec. 36, T. 53 N., R. 94 W.","Inoceramus sp., Baculites sp.(smooth)",,R. L. Rioux,07/01/1963,,,,44.52827,-108.10747,,,02/18/2014,"Inoceramus sp., Baculites sp.(smooth)",,Claggett
263,4029,USA,WY,Big Horn,Cretaceous,"Cody Shale, from top of Claggett Shale equivalent","Campanian, Lower about 80.5 MY",NA,,"SE1/4 NW1/4 sec. 7, T. 55 N., R. 95 W.",Baculites sp. (weak flank ribs),,R. L. Rioux,07/01/1963,,,,44.76146,-108.34642,,,02/18/2014,Baculites sp. (weak flank ribs),,Claggett
369,3273,USA,MT,Blaine,Cretaceous,From bentonite zone in lower part of Claggett Shale.,"Campanian, Middle  80.04 MY",NA,,"SE1/4NW1/4 sec . 31, T. 23 N., R. 17 E.",Baculites obtusus Meek.,Baculites obtusus,J. G. Gill,1961,0,,,47.72323,-109.60074,,,02/18/2014,Baculites obtusus Meek.,,Claggett
452,3436,USA,MT,Bighorn,Cretaceous,Gray - weathering limestone concretions immediately overlying basal (18 - inch) bentonite bed of Claggett Member of Cody Shale,"Campanian, Middle  80.04 MY",NA,,"NE1/4 NW1/4 NE1/4 sec. 13, T. 1 S., R. 34 E.","Inoceramus sp., Lucina sp, Baculites obtusus Meek, Scaphites aff. S. spiniger Schluter",Baculites obtusus,"J. R. Gill, W. A. Cobban",1960,0,,,45.7521,-107.4601,PP 483-E,,02/18/2014,"Inoceramus sp., Lucina sp, Baculites obtusus Meek, Scaphites aff. S. spiniger Schluter",,Claggett
454,2154,USA,MT,Garfield,Cretaceous,Gray limestone concretion 39' above basal pebble bed of Claggett shale,Campanian,NA,,"3.6 miles ENE of Mosby near center of E1/2 E1/2 sec. 5, T. 14 N., R. 31 E.",Baculites aguilaensis,Baculites obtusus,W. A. Cobban,8/19/1959,,,,47.00545,-107.80952,,,02/18/2014,Baculites aguilaensis,,Claggett
536,524,USA,MT,Glacier,Cretaceous,"Lower part of Two Medicine formation, in sandstone eqivalent to part of Claggett shale",Campanian,NA,,"About 2 miles south - southwest of Cut Bank, in gully near center of the S1/2 sec. 23, T. 33 N., R. 6 W.",Brackish - water fossils,,W.A. Cobban,08/05/1955,0,Cut Bank,,48.59976,-112.3521,,,02/18/2014,Brackish - water fossils,,Claggett
12,1680,USA,WY,Washakie,Cretaceous,About 300 feet below top of Cody shale.,Campanian,NA,,"Power line road, about 550 feet east of common corner of secs. 23, 24, 26, 27, T.  44 N., R. 93 W. ","Inoceramus sp., Lucina sp., Baculites aquilaensis",,G. H. Horn,1957,,,,43.76041,-107.99505,PP 550 B,,02/18/2014,"Inoceramus sp., Lucina sp., Baculites aquilaensis",,Cody
33,3407,USA,WY,Carbon,Cretaceous,Approximately 200 feet above base of tongue of Cody Shale in Mesaverde Formation,Campanian,NA,,"Somewhere near SW corner sec. 3, T. 35 N., R. 85 W.","Lucina sp., Baculites cf. B. gilberti Cobban",,A. D. Zapp,9/28/1961,"OF-61-3D, 5D",,,43.02813,-107.02429,,,02/18/2014,"Lucina sp., Baculites cf. B. gilberti Cobban",,Cody
40,1675,USA,WY,Washakie,Cretaceous,Associated with bed of bentonite in Cody shale,"Campanian, Middle  80.04 MY",NA,,"NE¼SW¼ sec. 35, T. 44 N., R. 90 W.","Cymella sp., Baculites aff., B. obtusus",,G. H. Horn,1957,,,,43.73882,-107.62754,,,02/18/2014,"Cymella sp., Baculites aff., B. obtusus",,Cody
67,3335,USA,WY,Carbon,Cretaceous,Brown - weathering limestone concretions in lower part of upper tongue of Cody Shale of Weimer and Guyton,Campanian,NA,,"NE1/4 NE1/4  sec. 29, T. 27 N., R. 89 W.","Nuculana evansi (Meek & Hayden), Inoceramus cf. I. Incurvatus Meek & Hayden, Anomia sp.",,"A. D. Zapp, W. A. Cobban",08/06/1961,"OF-61-3D, 5D",,,42.28839,-107.48653,,,02/18/2014,"Nuculana evansi (Meek & Hayden), Inoceramus cf. I. Incurvatus Meek & Hayden, Anomia sp.",,Cody
73,5003,USA,WY,Fremont,Cretaceous,"Cody Sh., from basal part of 2nd sandy zone above base.","Campanian, Lower about 81.7 MY",NA,,"1975' W/E, 1800' S/N sec. 26, T.34 N., R. 95 W. Elev. 5520'",Scaphites hippocrepis,,W. A. Cobban,9/13/1965,,Alkali Butte ,,42.894,-108.17554,,,02/18/2014,Scaphites hippocrepis,,Cody
74,1571,USA,WY,Natrona,Cretaceous,Cody shale,Campanian,NA,,"NE¼  sec. 22, T. 31 N., R. 82 W.","Pteria haydeni, Ethmocardium whitei, Tellina equilateralis, Mactra formosa, Baculites sp.",,H. A. Tourtelot,1956,,,,42.64364,-106.64394,,,02/18/2014,"Pteria haydeni, Ethmocardium whitei, Tellina equilateralis, Mactra formosa, Baculites sp.",,Cody
75,1572,USA,WY,Natrona,Cretaceous,Cody shale,Campanian,NA,,"NE¼  sec. 22, T. 31 N., R. 82 W.","Inoceramus sp., Ethmocardium whitei, Gyrodes sp., Baculites sp. Baculites sp.",,H. A. Tourtelot,1956,,,,42.64364,-106.64394,,,02/18/2014,"Inoceramus sp., Ethmocardium whitei, Gyrodes sp., Baculites sp. Baculites sp.",,Cody
76,1575,USA,WY,Big Horn,Cretaceous,Cody shale,Campanian,NA,,"Sec. 27, T. 54 N., R. 95 W ",Placenticeras planum,,H. A. Tourtelot,1956,,,,44.62917,-108.27875,,,02/18/2014,Placenticeras planum,,Cody
77,5002,USA,WY,Fremont,Cretaceous,Cody Shale,Campanian,NA,,"1000' E/W, 2175' S/N sec. 26, T. 34 N., R. 95W., ","Shipworm tubes, Inoceramus ",Scaphites hippocrepis,"J. R. Gill, Reynolds, Merewether",9/13/1965,,Alkali Butte ,,42.89302,-108.18343,,,02/18/2014,"Shipworm tubes, Inoceramus ",,Cody
78,5205,USA,MT,Gallatin,Cretaceous,Cody Shale,Campanian,NA,,"W½NE¼ sec. 15 , T. 3 N., R. 6 E.","Inoceramus sp., Gryphaea aff. G. vesicularis (Lamarck), Pholadomya papyracea Meek and Hayden, Eutrephoceras sp.",,Betty Skipp,7/22/1965,NR-65-8D,Hatfield Mountain ,Hatfield Mountain,46.0133,-110.9613,,,02/18/2014,"Inoceramus sp., Gryphaea aff. G. vesicularis (Lamarck), Pholadomya papyracea Meek and Hayden, Eutrephoceras sp.",,Cody
79,5450,USA,WY,Carbon,Cretaceous,Cody Shale,"Campanian, Lower about 81.7 MY",NA,,"North edge center SE¼SW¼SW¼ sec. 34, T. 26 N., R. 89 W..","Baculites sp., Scaphites hippocrepis (Dekay)",Scaphites hippocrepis,M. W. Reynolds,8/13/1966,OF-66-10D,Lamont and Bairoil ,,42.17668,-107.46051,,,02/18/2014,"Baculites sp., Scaphites hippocrepis (Dekay)",,Cody
80,6033,USA,WY,Carbon,Cretaceous,Cody Shale,"Campanian, Lower. about 80.9 MY",NA,,"NW¼SW¼SW¼SW¼ sec. 20, T. 26 N., R. 88 W.",Baculites sp. (smooth,Haresiceras placentiform and H. natronense,M.W. Reynolds,4/27/1967,OF-67-6D,,,42.20523,-107.38611,,,02/18/2014,Baculites sp. (smooth,,Cody
81,8481,USA,WY,Natrona,Cretaceous,Cody Shale,Campanian,NA,,"SE1/4SE1/4NE1/4 sec. 35, T. 39 N., R. 83 W.",Inoceramus erectus meek (late form),Cremnoceramus erectus,E. A. Merewether,08/01/1972,OER-72-3D,Big Sulfur Draw  ,,43.30493,-106.76513,,,02/18/2014,Inoceramuserectus meek (late form),,Cody
82,9149,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,NA,,"Elk Butte area, near Marathon No. 38 Lady well,  2,345 feet from north line and 100 feet from east line of sec. 31, T. 51 N., R. 100 W.","Inoceramus (Volviceramus) sp, Baculites asper Morton, Neocrioceras sp",,E. A Merewether ,7/19/1974,OER-74-17D,Oregon Basin   ,,44.34937,-108.91792,,,02/18/2014,"Inoceramus (Volviceramus) sp, Baculites asper Morton, Neocrioceras sp",,Cody
83,9258,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,NA,,"South side of Clarks Fork valley near center of the NE1/4 sec. 21, T. 56 N., R. 103 W.","Nuculana sp, Pseudoperna congesta (Conrad), Inoceramus browni Cragin, Syncyclonema sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp, Forresteria  sp",,E.A Merewether ,10/08/1974,OER-74-19D,Deep Lake   ,,44.82234,-109.26518,,,02/18/2014,"Nuculana sp, Pseudoperna congesta (Conrad), Inoceramus browni Cragin, Syncyclonema sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp, Forresteria  sp",,Cody
84,9261,USA,WY,Park,Cretaceous ,Cody Shale,Campanian,NA,,"South side of Clarks Fork valley in center of the S1/2 NE1/4 sec. 21, T. 56 N., R. 103 W.","Inoceramus sp, Pseudoperna congesta (Conrad), Veniella goniophoro Meek, Crassatella sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp",,E.A Merewether ,10/08/1974,OER-74-19D,Deep Lake   ,,44.81969,-109.26564,,,02/18/2014,"Inoceramus sp, Pseudoperna congesta (Conrad), Veniella goniophoro Meek, Crassatella sp, Cardium sp, Gastropods (sent to Sohl), Baculites sp",,Cody
85,9277,USA,WY,Big Horn,Cretaceous ,Cody Shale,Campanian,NA,,"At common corner of secs. 28, 29, 32, and 33, T. 55 N., R. 95 W.","Inoceramus sp, Internal mold of gastropods, Baculites sp",,E.A Merewether ,8/28/1974,OER-74-19D,North Emblem Reservoir   ,,44.70901,-108.30913,,,02/18/2014,"Inoceramus sp, Internal mold of gastropods, Baculites sp",,Cody
86,11950,USA,WY,Hot Springs,Cretaceous,Cody Shale,Campanian,NA,,"From 0.7 mile northwest of northwest corner of Albino Lake in NW1/4 sec. 36, T. 8 S., R. 3 E., ","Inoceramus subquadratus Schlueter, Baculites codyensis Reeside ",,R. G. Tysdal,1982,CMR-82-9D,Sphinx Mountain ,,45.09761,-111.30631,,,02/18/2014,"Inoceramus subquadratus Schlueter, Baculites codyensis Reeside ",,Cody
87,12350,USA,MT,Broadwater,Cretaceous,Cody Shale,Campanian,NA,,"NE1/4 SE1/4 sec. 30, T. 7 N., R. 1 E.","Inoceramus sp, Scaphites sp.",,R. G. Tysdal,1983,CMR-83-14D,Townsend ,,46.33163,-111.64301,,,02/18/2014,"Inoceramus sp, Scaphites sp.",,Cody
88,12891,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,NA,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Inoceramus undabundus Meek & Hayden ,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Inoceramus undabundus Meek & Hayden ,,Cody
89,12893,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,NA,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Scaphites sp,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Scaphites sp,,Cody
90,12894,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,NA,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Inoceramus sp,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Inoceramus sp,,Cody
91,12899,USA,MT,Madison,Cretaceous,Cody Shale,Campanian,NA,,"NE1/4 sec. 4, T. 7 S., R. 2 E.",Voliceramus n. sp,,R. G. Tysdal,1987,CMR-87-2D,,,45.25661,-111.48063,,,02/18/2014,Voliceramus n. sp,,Cody
92,13382,USA,MT,Gallatin,Cretaceous,Cody Shale,Campanian,NA,,"North side of Sixteen Mile road 7-1/2 miles east of Maudlow in the SW1/4 sec. 6, T. 4 N., R. 6 E., Lat 46°06', long. 111°05' ","Cremnoceramus sp, Volviceramus umbonatus (Meek and Hayden), Rhynchostreon n. sp",,T.S. Dyman,1992,PG-92-4D,Maudlow 15'  ,,46.1,-111.08333,Bull 1962,,02/18/2014,"Cremnoceramus sp, Volviceramus umbonatus (Meek and Hayden), Rhynchostreon n. sp",,Cody
93,14139,USA,WY,Park,Cretaceous,Cody Shale,Campanian,NA,,"About 1 mile east of Ohio Camp [Oregon Camp?] in N1/2 25, T. 51 N., R. 101 W.","Protexanites bourgooisianus, Phlycticrioceras trinodosum",,J. R. Gill,08/03/1966,0,Elk Butte  ,,44.36904,-108.94617,,,02/18/2014,Protexanites bourgooisianus Phlycticrioceras trinodosum,,Cody
94,9351,USA,WY,Natrona,Cretaceous,"Cody Shale (upper), from very fine graines olive-brown ss",Campanian,NA,,NW1/4NW1/4NW1/4 Sec. 22 T31N R82W East side of Casper Canal. 36-CWS-74F,Oxytoma (Hypoxtoma) nebrascana (Evans and Shumard),,C.W. Spencer,1974,OER-75-13D,Clarkson Hill,,42.64656,-106.65682,,,02/18/2014,Oxytoma (Hypoxtoma) nebrascana (Evans and Shumard),,Cody
95,1259,USA,WY,Fremont,Cretaceous,Cody shale (upper).,Campanian,NA,,"NE¼ sec. 6, T. 32 N., R. 91 W",Hamites,Haresiceras,H. D. Zeller,1956,,,,42.77873,-107.7642,PP 454-I,,02/18/2014,Hamites,,Cody
96,13734,USA,WY,Washakie,Cretaceous,Cody Shale near base,Campanian,NA,,NW1/4NE1/4 Sec. 27 T47N R89W,Cremnoceramus deformis (Meek),Cremnoceramus deformis-crassus-inconstans,E. A. Merewether,7/29/1996,0,Wild Horse Hill,,44.02146,-107.51072,,,02/18/2014,,WHH-96-7,Cody
97,8491,USA,WY,Johnson,Cretaceous,"Cody Shale,  lower part,",Campanian,NA,,"NE1/4SW1/4NE1/4SW1/4 sec. 6, T. 42 N., R 81 W",Turritella sp. Baculites yokoyamai Tokunaga and shimizu,,E. A. Merewether,08/01/1972,OER-72-3D,Kaycee ,,43.63337,-106.62797,,,02/18/2014,Turritella sp. Baculites yokoyamai Tokunaga and shimizu,,Cody
98,4705,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,000 ft below top.","Santonian, Upper.  83.91 MY",NA,,"SW¼SW¼ sec. 6, T. 47 N, R. 99 W. Same locality as D4704","Inoceramus patootensis de Loriol, Desmoscaphites bassleri Reeside",Desmoscaphites bassleri,Gill,1964,OF-64-12D,,,44.0669,-108.7908,,,02/18/2014,"Inoceramus patootensis de Loriol, Desmoscaphites bassleri Reeside",,Cody
99,4248,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,050 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . ","Inoceramus cf. I. Balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay)",,J. R. Gill,1962,,,,43.761,-106.6669,PP 619,,02/18/2014,"Inoceramus cf. I. Balticus Boehm, Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay)",,Cody
100,4249,USA,WY,Johnson,Upper Cretaceous,"Cody Shale, 1,210 feet above top of Niobrara Member",Campanian,NA,,"SW/4 SE1/4 sec. 23, T. 44 N., R. 82 W.  . Same locality as D4248","Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,W. A. Cobban,09/05/1963,,,,43.761,-106.6669,PP 619,,02/18/2014,"Cymbophora sp., Baculites aquilaensis Reeside, Scaphites hippocerpis (DeKay), Haresiceras sp.",,Cody
101,4687,USA,WY,Washakie,Cretaceous,"Cody Shale, 1,225 ft below top.",Campanian,NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W. same locality as D4686",Baculites aquilaensis Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites aquilaensis Reeside,,Cody
102,4698,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,270 ft below top.",Campanian,NA,,"SW¼NE¼SW¼ sec. 2, T. 44 N, R. 96 W.",Inoceramus quadrans Whifield,,Gill & Givens,1964,OF-64-12D,,,43.80788,-108.34841,,,02/18/2014,Inoceramus quadrans Whifield,,Cody
103,4699,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,270 ft below top.","Campanian, Lower about 81.7 MY",NA,,"NE¼SE¼ sec. 17, T. 44 N, R. 95 W. Roncco Mine","Inoceramus quadrans Whifield, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",Scaphites hippocrepis,Gill,1964,OF-64-12D,,,43.78023,-108.27819,PP 550 B,,02/18/2014,"Inoceramus quadrans Whifield, Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Cody
104,4697,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,330 ft below top.",Campanian,NA,,"NE¼SE¼ sec. 17, T. 44 N, R. 95 W. Roncco Mine",Baculites haresi Reeside,,Gill & Givens,1964,OF-64-12D,,,43.78023,-108.27819,PP 550 B,,02/18/2014,Baculites haresi Reeside,,Cody
105,4686,USA,WY,Washakie,Cretaceous,"Cody Shale, 1,400 ft below top.",Campanian,NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.",Baculites haresi Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites haresi Reeside,,Cody
106,4684,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,465 ft below top.",Campanian,NA,,"NE¼ sec. 25, T. 44 N, R. 93 W.","Inoceramus sp., Goniochasma sp. (wood-boring clam)",,Gill & Givens,1964,OF-64-12D,,,43.75704,-107.96192,PP 550 B,,02/18/2014,"Inoceramus sp., Goniochasma sp. (wood-boring clam)",,Cody
107,4685,USA,WY,Hot Springs,Upper Cretaceous,"Cody Shale, 1,465 ft below top.","Campanian, Lower about 81.7 MY",NA,,"Center sec. 23, T. 44 N, R. 93 W.","Syncyclonema? sp., Crenella sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Gill & Givens,1964,OF-64-12D,,,43.7674,-107.9864,"PP 619, PP 550 B",,02/18/2014,"Syncyclonema? sp., Crenella sp., Baculites aquilaensis Reeside, Scaphites hippocrepis (Dekay) (early form)",,Cody
108,4683,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,525 ft below top.",Campanian,NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.",Baculites aquilaensis Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites aquilaensis Reeside,,Cody
109,4682,USA,WY,Washakie,Upper Cretaceous,"Cody Shale, 1,560 ft below top.","Campanian, Lower about 81.7 MY",NA,,"SE¼NE¼SE¼ sec. 28, T. 44 N, R. 92 W.  ","Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",Scaphites hippocrepis,Gill & Givens,1964,OF-64-12D,,,43.753,-107.8987,"PP 550 B, PP 619",,02/18/2014,"Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",,Cody
110,4192,USA,WY,Big Horn,Cretaceous,"Cody Shale, 1,580 feet above base (10 feet above top of Niobrara Member)",Campanian,NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W.",Desmoscaphites? Sp,Desmoscaphites bassleri,"J. R. Gill, R. Vaughn",1962,,,,44.67067,-108.29404,,,02/18/2014,Desmoscaphites? Sp,,Cody
111,4193,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, 1,630 feet above base (50 feet above top of Niobrara Member)",Campanian,NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Lucina subundata Hall & Meek, Terebrimya sp., ",,,,,,,44.6707,-108.2934,PP 619,,02/18/2014,"Lucina subundata Hall & Meek, Terebrimya sp., ",,Cody
112,4194,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, 1,780 feet above base (215 feet above top of Niobrara Member )","Campanian, Lower about 81.7 MY",NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Baculites haresi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Parapuzosia bradyi Miller & Youngquist",Scaphites hippocrepis,"J. R. Gill, R. Vaughn",1962,,,,44.6707,-108.2934,PP 619,,02/18/2014,"Baculites haresi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Parapuzosia bradyi Miller & Youngquist",,Cody
113,4195,USA,WY,Big Horn,Cretaceous,"Cody Shale, 1,810 feet above base (240 feet above top of Niobrara Member )",Campanian,NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Inoceramus sp., Baculites sp., Eutrephoceras alcesense Reeside",,J. R. Gill,1962,,,,44.67067,-108.29404,,,02/18/2014,"Inoceramus sp., Baculites sp., Eutrephoceras alcesense Reeside",,Cody
114,4729,USA,WY,Natrona,Cretaceous,"Cody shale, 145 ft below top .","Campanian, Middle",NA,,"NE¼NE¼ sec.15, T. 34 N.., R. 89 W. Same locality as D4727","Ostrea russelli Landes,  Baculites mclearni Landes",,"Gill & Givens
Gill & Cobban","Aug.1964
08/05/1964",OF-64-15D,,,42.92419,-107.48499,,,02/18/2014,"Ostrea russelli Landes,  Baculites mclearni Landes",,Cody
115,4702,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 145 ft below top.",Campanian,NA,,"NE¼ sec. 26, T. 45 N, R. 97 W. Same locality as D4703","Serpula sp., Protodonax exaquilius Vokes",,Gill & Givens,1964,OF-64-12D,,,43.84167,-108.45506,PP 550 B,,02/18/2014,"Serpula sp., Protodonax exaquilius Vokes",,Cody
117,4242,USA,WY,Johnson,Cretaceous,"Cody Shale, 175 feet above top of Niobrara Member",Campanian,NA,,"NE1/4 NE1/4 sec. 27, T. 44 N., R. 82 W.  . Same locality as D4241","Inoceramus lingua Goldfuss?, Baculites sp., Scaphites sp.",,W. A. Cobban,09/05/1963,,,,43.7566,-106.67775,,,02/18/2014,"Inoceramus lingua Goldfuss?, Baculites sp., Scaphites sp.",,Cody
118,4728,USA,WY,Natrona,Cretaceous,"Cody shale, 180 ft below top .","Campanian, Middle",NA,,"NE¼NE¼ sec.15, T. 34 N.., R. 89 W. Same locality as D4727","Ostrea russelli Landes,  Baculites mclearni Landes",,Gill & Givens,1964,OF-64-15D,,,42.92419,-107.48499,,,02/18/2014,"Ostrea russelli Landes,  Baculites mclearni Landes",,Cody
120,4688,USA,WY,Lewis and Clark,Cretaceous,"Cody Shale, 270 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"NE¼ sec. 25, T. 44 N, R. 93 W.","Baculites sp., (smooth to weakly ribbed)",,Gill & Givens,1964,OF-64-12D,,Comb Rock,47.2348,-112.2498,PP 550 B,,02/18/2014,"Baculites sp., (smooth to weakly ribbed)",,Cody
121,4689,USA,WY,Washakie,Cretaceous,"Cody Shale, 270 ft below top.","Campanian, Lower. about 80.9 MY",NA,,"NE¼NW¼ sec. 22, T. 44 N, R. 92 W.  ","Baculites sp., (smooth)",,Gill & Givens,1964,OF-64-12D,,,43.7751,-107.8893,PP 550 B,,02/18/2014,"Baculites sp., (smooth)",,Cody
122,4706,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 300 ft below top.",Campanian,NA,,"NW¼ sec. 16, T. 46 N, R. 98 W.","Inoceramus sp., Baculites sp., Placenticeras sp.",,Gill & Givens,1964,OF-64-12D,,,43.95885,-108.62632,,,02/18/2014,"Inoceramus sp., Baculites sp., Placenticeras sp.",,Cody
123,6349,USA,WY,Carbon,Cretaceous,"Cody Shale, 420 ft above D6348 ( From thin-bedded sandstone in unit 23). section).","Campanian, Lower about 80.5 MY",NA,,"NW¼SW¼SE¼ sec. 19, T. 22 N., R. 88 W.",Baculites sp. (weak flank ribs),,James R. Gill,08/12/1967,OF-67-7D,Rawlins Peak ,,41.85856,-107.37865,MF-1548,,02/18/2014,Baculites sp. (weak flank ribs),,Cody
125,4703,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 45 ft below top.",Campanian,NA,,"NE¼ sec. 26, T. 45 N, R. 97 W.",Ostrea albertensis Landes? (bored),,Gill & Givens,1964,OF-64-12D,,,43.84167,-108.45506,PP 550 B,,02/18/2014,Ostrea albertensis Landes? (bored),,Cody
